,car_name,s_driven,fuel_type,city,year_of_manufacture,car_price_in_rupees
805,239,18523,1,8,2015,5.65
806,270,53150,1,13,2015,4.99
807,824,44999,1,2,2020,10.99
808,292,12996,1,2,2021,5.4
809,823,50043,1,12,2018,9.13
810,553,21880,1,4,2018,6.86
811,916,36486,0,6,2014,5.5
812,899,18535,1,12,2019,8.47
813,623,37090,1,0,2018,6.75
814,188,26361,1,6,2018,6.5
815,178,72973,1,7,2017,8.11
816,868,121790,1,8,2014,4.11
817,744,140000,1,14,2018,2.7
818,288,39200,1,12,2017,5.25
819,282,61391,0,6,2017,5.5
820,603,87544,0,6,2018,9.5
821,151,32000,1,13,2014,3.45
822,512,66000,1,9,2017,5.65
823,706,13264,1,13,2021,8.4
824,782,31469,1,8,2018,8.75
825,908,71976,1,6,2017,6.5
826,162,59800,1,0,2016,5.75
827,145,5768,1,12,2020,9.22
828,627,55209,1,12,2015,5.31
829,673,59500,0,0,2016,24.26
831,715,63839,0,2,2016,7.69
832,366,32434,1,2,2017,29.75
834,241,12906,1,7,2017,5.45
835,622,18236,1,13,2021,7.65
836,602,6200,1,0,2022,10.5
837,164,80122,1,9,2014,5.75
838,187,46220,0,7,2016,4.5
839,107,63767,0,2,2016,7.99
840,18,69000,0,4,2013,12.13
841,618,81007,0,6,2018,6.85
842,37,78457,0,6,2015,28
843,632,41098,1,2,2020,9.49
844,524,50809,1,12,2016,3.96
845,636,59568,0,6,2019,9.54
846,763,140037,0,8,2013,4.25
847,201,63036,0,7,2017,6.45
848,492,18362,3,4,2021,4.51
849,234,85520,0,12,2015,9.31
850,141,46000,1,8,2016,5
851,414,38000,0,13,2018,49.5
852,602,12712,1,6,2021,10.95
853,544,35731,1,2,2017,7.69
854,108,39000,1,7,2017,5.85
855,191,32000,1,7,2015,4.75
857,627,80457,1,6,2018,6.52
858,248,91234,0,7,2018,6.21
859,267,49422,1,12,2016,6.15
860,648,33053,1,12,2017,4.75
861,205,17385,1,12,2020,7.3
862,663,1600,1,8,2021,61
863,574,10158,1,12,2022,9.74
864,232,56907,0,7,2018,10.23
866,389,12498,1,2,2020,16.82
867,151,42265,1,2,2013,4.19
868,532,81329,3,4,2018,4.87
869,276,53300,1,12,2016,4.5
871,724,59839,0,2,2018,10.29
872,869,177734,0,6,2018,32
873,151,55200,1,4,2014,2.82
874,605,31651,1,7,2020,4.52
875,317,25921,1,4,2018,9.1
876,820,700,1,3,2022,11.5
877,622,28151,1,4,2019,7.04
878,152,39276,1,8,2014,3.51
879,18,75000,0,0,2014,16.5
880,140,25075,1,8,2018,6.85
881,401,10678,1,4,2020,13.53
882,109,31250,1,8,2015,5.75
883,492,18362,3,4,2021,4.51
884,620,38500,1,13,2010,2.65
885,648,25299,1,8,2015,4
886,667,99941,0,0,2012,9.5
887,60,35000,0,0,2009,12.5
888,506,48448,1,4,2017,3.38
889,550,33823,1,4,2017,6.87
890,624,21388,1,7,2019,5.71
891,467,35239,0,8,2015,6.45
892,914,11106,1,7,2021,8.25
893,402,28133,1,7,2020,12.75
894,545,23097,1,12,2021,10.76
895,646,57348,1,12,2016,3.76
896,674,37329,0,2,2018,29.75
897,108,15443,1,4,2017,7.19
898,263,43000,1,9,2018,3.4
899,231,39240,1,13,2017,9.25
900,295,43784,3,8,2019,5.45
901,633,87803,0,6,2018,9.25
902,348,45000,1,13,2015,6.45
903,868,35311,1,4,2011,3.09
904,447,42347,0,7,2018,18.99
905,628,68183,1,2,2018,7
906,689,41679,0,6,2018,33
907,324,77394,1,13,2013,4.6
908,194,30610,1,0,2019,6.99
909,895,6257,1,13,2021,11.4
910,140,7702,1,12,2022,8.57
911,228,75799,0,3,2017,10.72
912,83,47000,1,0,2018,2.5
913,584,52000,3,13,2013,6.5
914,886,40372,0,4,2018,20.31
915,23,45500,0,0,2013,27.51
916,106,43624,1,8,2019,9.45
917,624,18548,1,13,2018,5.95
918,127,63000,1,11,2019,6.1
919,634,51439,0,8,2017,8.85
920,66,56307,0,2,2018,32.75
921,568,30481,1,12,2018,6.41
922,239,34058,1,2,2018,7.89
923,136,48285,1,2,2015,5.19
924,107,60126,0,0,2017,7.9
925,53,61000,0,0,2019,38
926,532,88603,3,12,2017,4.89
927,495,45643,1,7,2013,2.09
928,793,10412,0,3,2021,9.78
929,275,32335,1,2,2019,5.7
930,701,133000,1,0,2011,14.56
931,234,80000,0,4,2014,6.25
932,190,39173,1,2,2015,5.99
933,361,91127,0,6,2013,4.5
934,328,29373,0,12,2019,13.25
935,408,23700,1,3,2020,10.5
936,156,62550,1,13,2013,3.99
937,257,66000,0,8,2015,5.71
938,641,89000,3,13,2014,3.49
939,259,45100,1,6,2016,2.95
940,283,53734,1,12,2016,4.61
941,348,74655,1,3,2016,6.9
942,884,340000,0,10,2009,6.5
943,858,54517,1,0,2019,11.9
944,495,35000,1,0,2019,3.35
945,561,36937,1,8,2016,6.4
946,677,40206,1,7,2007,4.5
947,231,48488,1,13,2016,8.8
948,923,72533,0,12,2017,23.76
949,698,44724,1,2,2012,24.85
950,142,43000,0,7,2017,4.75
951,334,94691,1,12,2015,4.86
952,322,71550,1,2,2013,4.99
953,717,77000,0,0,2014,6.25
954,104,95240,0,6,2015,6.3
955,165,46200,1,8,2014,5.95
956,630,58481,0,12,2018,7.79
957,194,8652,1,4,2019,8.11
958,491,30680,1,6,2017,3.5
959,616,34933,1,7,2018,4.5
960,239,42825,1,2,2018,7.79
961,208,39813,1,7,2018,7.91
962,933,50667,1,8,2011,3.45
963,632,29219,1,12,2020,8.62
964,683,63906,0,8,2012,11.95
965,890,35531,0,8,2019,24.5
966,295,23404,3,8,2019,5.45
967,276,22407,1,8,2017,4.65
968,268,22498,1,7,2018,5.11
969,645,68000,3,13,2015,3.95
970,458,70163,0,6,2018,10.45
971,86,48261,1,8,2017,2.85
972,168,42700,1,0,2019,9.9
973,740,32000,1,8,2020,5.45
974,108,46900,1,2,2018,7.59
975,495,20315,1,7,2018,3.21
976,372,66500,0,1,2018,18
977,633,40579,0,4,2018,7.45
978,157,72474,1,0,2010,3.9
979,821,1419,1,7,2022,11.5
980,495,29799,1,0,2016,3.2
981,560,73402,1,12,2017,6.75
982,495,70661,1,12,2015,2.69
983,479,148803,0,6,2015,11.5
984,406,7500,1,0,2021,7.9
985,579,53056,1,7,2017,6.44
986,576,69817,3,12,2020,5.55
987,21,38894,0,6,2013,18
988,502,15685,1,12,2012,2.34
989,382,18000,1,6,2018,15.3
990,651,76617,1,7,2013,2.68
991,760,32407,0,2,2018,33.25
992,414,38000,0,13,2018,49.5
993,627,21852,1,4,2018,6.48
994,452,41000,1,9,2017,3.95
995,404,4000,1,0,2022,12.75
996,254,31776,1,13,2018,6.75
997,610,76725,1,7,2014,3.85
998,568,25144,1,7,2018,5.44
999,726,63673,0,2,2018,10.25
1000,284,40558,1,3,2017,5.34
1001,213,74469,0,2,2015,11.25
1002,897,67067,1,8,2018,7.55
1003,932,77000,1,9,2011,3.25
1004,823,50043,1,12,2018,9.13
1005,264,81000,1,0,2011,2.2
1006,797,30830,0,13,2020,18.95
1007,619,83647,0,12,2016,5.67
1008,841,33640,1,2,2018,5.69
1009,926,60240,1,2,2015,7.65
1010,104,62225,0,8,2014,5.11
1011,11,48000,0,0,2015,16.9
1012,147,61280,1,8,2016,7.95
1013,578,92064,0,6,2014,6.7
1014,794,9291,1,12,2020,7.89
1015,514,65000,0,10,2018,6.25
1016,370,28449,1,8,2019,18.25
1017,901,41079,1,12,2019,9.9
1018,747,10690,1,8,2020,5.55
1019,215,36313,1,8,2019,11.75
1020,165,75258,1,8,2015,5.9
1021,628,21523,1,6,2018,7.5
1022,259,40000,1,13,2016,3.1
1023,641,57300,3,0,2018,4.9
1024,60,77000,0,0,2010,19.56
1025,636,20744,0,4,2019,10.12
1026,3,40910,0,2,2020,30.5
1027,689,25000,0,4,2017,25.59
1028,579,43162,1,6,2021,9.36
1029,128,82000,1,8,2010,3.9
1030,432,24000,1,4,2021,19.4
1031,809,175000,0,11,2014,2
1032,283,21415,1,2,2014,4.71
1033,540,48549,1,8,2016,4.45
1034,53,69000,0,4,2015,21.49
1035,89,1391,1,8,2019,3.45
1036,639,42000,1,8,2014,3.25
1037,753,8097,1,9,2022,5.25
1038,616,31511,1,4,2014,4.08
1039,775,65000,1,8,2013,3.51
1040,679,88508,0,6,2018,44.5
1041,470,36804,0,7,2021,12.99
1042,229,40000,0,6,2018,14.9
1043,778,117048,0,6,2016,7.45
1044,491,28200,1,0,2021,3.5
1045,620,57742,1,2,2014,4.99
1046,28,94520,0,0,2017,22.5
1047,487,88066,0,4,2015,6.85
1048,916,78140,0,0,2014,3.8
1049,826,29873,1,13,2018,8.75
1050,245,56415,0,6,2019,8.8
1051,146,38258,1,4,2018,9.42
1052,939,118271,0,6,2016,15.95
1053,449,29726,0,4,2019,8.32
1054,633,77000,0,6,2017,8.65
1055,482,55218,0,4,2018,13.95
1056,660,2390,1,8,2021,10.45
1057,284,71975,1,6,2017,4.91
1058,806,70930,0,6,2018,15.5
1059,131,45751,1,0,2017,6.25
1060,646,32702,1,7,2016,3.69
1061,138,45982,1,2,2018,7.25
1062,372,57624,0,6,2018,17.45
1063,527,67000,1,14,2014,4
1064,745,1245,1,7,2021,4.8
1065,164,56861,1,2,2016,7.99
1066,572,33372,1,2,2020,7.95
1067,835,22360,0,13,2021,24
1068,354,74050,1,12,2014,4.25
1069,238,39389,1,2,2018,8.95
1070,507,44042,1,12,2015,3.36
1071,671,53841,0,6,2019,46
1072,481,45724,0,0,2018,15.9
1073,381,1600,0,6,2022,37
1074,275,33583,1,7,2019,5
1075,303,32727,1,8,2020,10.45
1076,317,52858,1,4,2018,8.68
1077,507,88989,1,3,2016,2.95
1078,781,10418,1,4,2021,10.46
1079,76,65000,0,13,2017,8.5
1080,106,43624,1,8,2019,9.45
1081,509,31968,1,4,2018,6.89
1082,240,41236,1,8,2019,8.51
1083,520,36101,1,8,2017,5.85
1084,232,44157,0,8,2017,11.71
1085,914,51644,1,12,2014,5.92
1086,311,40655,0,4,2019,9.83
1087,136,79749,1,12,2015,4.69
1088,907,46000,1,9,2018,4.65
1089,906,40729,1,7,2016,3.99
1090,239,36349,1,2,2015,6.58
1091,274,23345,3,12,2019,5.37
1092,251,33679,1,4,2016,5.34
1093,337,56000,1,13,2014,2.95
1094,524,66290,1,9,2015,3.95
1095,537,41624,1,12,2017,4.25
1096,287,46458,1,12,2013,4.31
1097,9,116265,0,6,2013,16.5
1098,135,50821,1,4,2014,4
1099,487,87820,0,8,2016,9.75
1100,754,22785,1,13,2019,4.25
1101,641,70000,3,13,2018,4.5
1102,681,84169,0,6,2016,27
1103,520,12252,1,8,2020,7.25
1104,350,12420,1,12,2021,9.1
1105,344,50714,1,3,2014,3.67
1106,841,16337,1,4,2021,5.9
1107,600,52245,0,13,2017,7.95
1108,313,64317,1,12,2020,10.97
1109,18,101850,0,0,2014,15.5
1110,296,43189,1,12,2019,5.29
1111,13,82695,0,3,2016,27
1112,652,19225,3,12,2021,6.87
1113,624,63323,1,6,2016,5.8
1114,859,71957,0,6,2015,11.5
1115,551,54031,1,6,2020,8.49
1116,601,53416,0,2,2018,8.95
1117,45,64229,0,2,2016,27.85
1118,150,81122,1,2,2014,3.75
1119,655,50860,1,2,2019,5.79
1120,761,3000,1,7,2022,14.5
1121,622,32516,1,2,2019,7.85
1122,505,30305,1,0,2018,4.3
1123,448,45090,0,7,2017,5.71
1124,49,51400,0,6,2019,39.5
1125,919,9792,1,0,2021,16.49
1126,890,85182,0,4,2017,16.31
1127,236,25000,1,12,2014,6.85
1128,388,14300,1,12,2021,15.98
1129,165,52283,1,8,2015,6.45
1130,837,9578,1,12,2022,8.43
1131,126,32000,1,1,2020,6
1132,178,43239,1,8,2017,9.25
1134,774,54698,1,4,2020,9.59
1135,497,19097,1,4,2020,3.49
1136,624,37497,1,2,2018,6.29
1137,917,76143,1,8,2013,3
1138,175,28340,1,2,2017,11.45
1139,857,75766,1,4,2017,12.27
1140,321,106985,0,6,2014,6
1141,377,11000,1,8,2020,20
1142,69,74073,0,6,2012,18
1143,905,58549,0,3,2017,6.6
1144,922,12093,1,2,2021,15.99
1145,122,64983,0,8,2013,2.99
1146,239,36787,1,13,2014,5.15
1147,372,47631,0,7,2017,11.26
1148,562,28800,1,0,2017,7.52
1149,509,43000,1,6,2019,8.75
1150,936,55837,1,8,2016,6.1
1151,231,41441,1,13,2016,8.99
1152,912,49047,1,8,2015,4.25
1153,268,55888,1,6,2013,4.28
1154,295,32036,3,4,2021,6.04
1155,498,71169,1,4,2014,2.46
1156,184,19600,1,12,2019,20.7
1157,548,61456,0,4,2017,6
1158,515,28417,1,4,2020,6.79
1159,518,60132,0,2,2018,6.99
1160,254,45571,1,8,2017,6.1
1161,259,34229,1,4,2014,2.83
1162,648,38754,1,4,2018,4.45
1163,317,5564,1,8,2019,9.65
1164,504,58006,1,6,2019,4.3
1165,375,11293,0,8,2020,24.75
1166,912,51000,1,2,2015,5.79
1167,246,77505,0,3,2017,7.7
1168,914,62690,1,2,2018,9.25
1169,491,6370,1,7,2019,3.43
1170,614,59000,1,5,2017,5.15
1171,628,11874,1,13,2019,7.25
1172,739,56856,1,4,2017,2.85
1173,592,11824,1,12,2018,4.74
1174,483,56877,0,2,2016,11.25
1175,641,45000,3,13,2015,4
1176,202,24459,1,7,2017,6.25
1177,744,43335,1,12,2016,3.14
1178,193,54912,1,7,2016,4
1179,512,15116,1,8,2019,6.65
1180,943,67713,0,0,2018,36
1181,513,45000,1,6,2020,7.25
1182,263,46101,1,7,2018,2.45
1183,569,46232,1,2,2018,7.69
1184,693,6563,0,7,2022,64.99
1185,413,64801,0,7,2016,26.99
1186,694,46023,0,2,2018,53.55
1187,322,74371,1,8,2014,5.15
1188,253,58262,0,4,2018,5.94
1189,147,61225,1,8,2016,7.9
1190,332,37882,1,12,2015,4.82
1191,115,71773,0,6,2018,33
1192,355,35982,1,7,2012,2.99
1193,135,46500,1,8,2014,3.75
1194,681,24162,0,7,2016,27.99
1195,81,43000,1,0,2015,2.5
1196,104,53000,0,7,2015,4.65
1197,409,58063,0,7,2021,9.5
1198,41,37648,0,2,2018,69.95
1199,618,82366,0,6,2017,6.5
1200,760,103885,0,6,2017,25
1201,250,67000,1,6,2015,5.75
1202,909,63389,0,7,2011,2.95
1203,598,88000,1,6,2015,4.65
1204,6,43290,1,12,2018,24.5
1205,519,29093,1,7,2018,6.21
1207,196,48210,1,13,2017,5.5
1208,322,14296,1,2,2014,6.69
1209,107,59511,0,7,2018,6.5
1210,871,6373,0,7,2021,41.99
1211,887,88000,0,6,2018,22
1212,401,42000,1,0,2020,12.75
1213,727,94931,0,2,2015,7.75
1214,440,5900,1,7,2021,18
1215,413,38144,0,0,2019,43.07
1216,887,48989,0,13,2020,27
1217,624,15205,1,13,2018,5.95
1218,697,59348,0,8,2017,63
1219,646,33941,1,7,2018,3.82
1220,641,19812,3,12,2015,4.15
1221,915,55800,1,5,2018,4.85
1222,276,35010,1,4,2017,4.82
1223,392,11000,1,3,2020,16.9
1224,512,28000,1,13,2017,5.7
1225,744,53728,1,4,2018,3.04
1226,799,28000,0,8,2020,16.75
1227,502,66000,1,6,2012,2.55
1228,588,32881,1,0,2019,10.9
1229,937,101740,1,6,2010,3.5
1230,63,47000,0,13,2011,8.35
1231,633,82559,0,3,2018,8.13
1232,397,20881,1,6,2021,18.5
1234,600,48159,0,7,2018,6.25
1235,664,64300,0,0,2014,13.5
1236,394,32244,0,8,2020,18.51
1237,101,52547,1,0,2019,9.5
1238,620,71861,1,2,2009,3.25
1239,275,24251,1,2,2013,4.69
1240,700,32500,0,8,2014,46.6
1242,5,69727,1,0,2015,15
1243,254,54822,1,12,2015,5.26
1244,94,167000,0,0,2016,4.25
1245,762,23402,1,2,2021,19.25
1246,330,36000,1,7,2018,3.95
1247,605,53958,1,7,2020,4.31
1248,523,690000,1,13,2018,6.9
1249,358,50546,1,4,2014,4.3
1250,527,59175,1,2,2015,4.79
1251,2,17300,0,2,2018,29.5
1252,598,88000,1,6,2014,4.25
1253,898,28103,1,4,2019,7.85
1254,193,73061,1,6,2015,5.2
1255,881,101330,0,12,2012,7.25
1256,520,7773,1,12,2021,9.42
1257,426,29000,1,5,2020,85
1258,497,1953,1,4,2021,4.01
1259,242,18490,1,3,2019,7.67
1260,289,60093,0,13,2018,5.5
1261,624,46282,1,7,2019,5.43
1262,932,93682,1,6,2015,7
1263,618,84316,0,0,2015,4.9
1264,403,20175,0,6,2020,17
1265,241,19266,1,6,2017,7.39
1266,498,26802,1,2,2016,3.22
1267,242,20454,1,3,2018,7.17
1268,857,75766,1,4,2017,12.27
1269,157,80000,1,13,2012,3.65
1270,742,2421,1,12,2019,4.51
1271,231,53946,1,8,2016,9.11
1272,331,74000,1,13,2015,4.35
1273,317,22911,1,13,2018,7.75
1274,226,59994,0,6,2018,14.5
1275,512,48702,1,4,2016,4.98
1276,168,12382,1,12,2019,10.6
1277,267,12930,1,2,2016,6.29
1278,375,11293,0,8,2020,24.75
1279,546,20440,1,6,2019,9.95
1280,627,43000,1,13,2017,5.7
1281,532,81091,3,4,2018,4.68
1282,273,67621,0,6,2014,4.5
1283,317,38494,1,8,2016,6.5
1284,525,42348,3,12,2020,5.47
1285,533,93275,3,12,2019,5.27
1286,503,44199,1,7,2018,3.67
1287,4,77590,1,4,2018,21.8
1288,1,15678,0,7,2019,42.99
1289,531,52000,3,13,2016,4.4
1290,580,28678,3,13,2021,11.4
1291,597,40877,1,12,2013,3.57
1292,193,44464,1,3,2016,5.57
1293,450,57994,0,6,2017,7.25
1294,241,54982,1,2,2017,6.57
1295,83,40000,1,0,2018,2.5
1296,490,54000,1,13,2010,1.99
1297,34,56173,0,6,2012,15
1298,736,36700,1,2,2019,8.99
1299,921,2377,1,6,2022,18.95
1300,938,83893,0,6,2016,18
1301,322,96000,1,9,2011,4.25
1302,752,64346,1,2,2016,3.39
1303,45,104264,0,6,2013,15.5
1304,291,15447,1,7,2020,4.41
1305,434,29979,1,2,2019,15.99
1306,766,45661,1,13,2018,16.99
1307,442,57946,2,2,2020,19.19
1308,739,43361,1,2,2017,3.69
1309,169,18711,1,4,2017,8.62
1310,818,29700,1,3,2020,8.5
1311,363,64377,0,2,2018,18.95
1312,548,57498,0,4,2017,5.97
1313,865,169100,0,1,2015,5.5
1314,627,24389,1,4,2016,4.79
1315,801,21077,0,13,2019,16.2
1316,812,21065,2,13,2022,14.75
1317,198,9838,1,12,2021,10.24
1318,308,24410,1,6,2020,11.75
1319,243,14000,1,13,2018,7.15
1320,553,21880,1,4,2018,6.86
1321,619,69939,0,2,2016,6.45
1322,918,25501,1,2,2017,6.09
1323,208,78623,1,4,2016,8.28
1324,387,25483,1,7,2019,11.05
1325,543,46993,1,13,2017,7.35
1326,491,4697,1,4,2020,3.66
1327,650,53000,1,0,2016,4.3
1328,546,61867,1,4,2019,8.12
1329,603,28016,0,6,2018,9.5
1330,107,71400,0,0,2017,7.9
1331,116,27635,0,2,2019,35.95
1332,373,48179,1,8,2018,12.85
1333,721,99938,1,2,2018,7.79
1334,283,12842,1,7,2019,5.66
1335,900,8465,1,4,2021,10.27
1336,755,30040,1,7,2019,5.39
1337,623,45745,1,6,2020,7.25
1338,20,62410,0,2,2016,31.75
1339,266,29135,1,13,2017,5.4
1341,317,8000,1,4,2019,9.92
1342,935,40000,1,0,2018,8.39
1343,646,48502,1,5,2017,4
1344,89,10655,1,3,2021,4.65
1345,118,55000,0,7,2011,1.85
1346,447,40180,0,7,2019,21.45
1347,279,33863,1,2,2021,7.29
1348,597,40877,1,12,2013,3.57
1349,173,61123,1,9,2016,7.85
1350,944,82807,0,6,2016,26
1351,204,2293,1,0,2021,18.75
1352,744,28213,1,2,2018,4.49
1353,624,15400,1,2,2018,6.99
1354,46,38000,0,7,2013,11.5
1355,283,63148,1,2,2015,4.91
1356,450,91752,0,6,2016,6.5
1357,587,67590,1,8,2014,5.95
1358,612,66784,1,13,2015,4.95
1359,275,73000,1,9,2014,3.85
1360,116,27000,0,2,2019,35.95
1361,495,21857,1,12,2018,3.3
1362,508,60506,1,6,2009,2
1363,295,39598,3,8,2020,4.99
1364,558,48196,0,7,2016,4.99
1365,231,27433,1,7,2016,8.13
1366,193,60857,1,8,2017,5.45
1367,411,46328,0,7,2017,32.99
1368,687,75000,0,5,2015,16.5
1369,328,41197,0,13,2019,12
1370,904,40000,1,0,2017,5.5
1371,81,24921,1,13,2016,3.25
1372,897,14839,1,12,2018,8.04
1373,529,80306,1,12,2017,4.48
1374,173,49419,1,13,2016,7.5
1375,191,29206,1,0,2017,6.5
1376,214,37499,1,8,2019,14.45
1377,270,41017,1,8,2015,5.35
1378,676,47000,1,0,2014,29
1379,110,15386,1,7,2020,9.01
1380,883,45530,0,2,2015,14.35
1381,346,57000,1,0,2014,3.65
1382,526,89495,3,12,2019,5.58
1383,540,51722,1,6,2016,4.7
1384,54,45700,0,0,2020,57.5
1385,201,46945,0,4,2018,7.75
1386,107,27117,0,4,2017,7.02
1387,373,63000,1,6,2017,16.5
1388,671,40378,0,2,2018,32.5
1389,586,110399,0,6,2015,7.9
1390,603,45000,0,13,2015,6.5
1391,405,40089,0,8,2020,12.6
1393,913,46354,0,6,2018,7.3
1394,291,4441,1,7,2019,4.09
1395,519,36146,1,8,2017,6.15
1396,313,16768,1,12,2020,11.61
1397,168,21691,1,2,2019,9.99
1398,394,67420,0,7,2020,14.45
1399,356,41999,1,2,2013,4.99
1400,510,62000,1,0,2018,6.75
1401,818,3200,1,3,2021,9.75
1402,641,47747,3,12,2014,3.87
1403,351,14746,1,0,2021,9.75
1404,3,78597,0,0,2014,16.5
1405,141,82075,1,12,2013,4.09
1406,164,45000,1,1,2015,6.5
1407,337,55000,1,0,2015,3.5
1408,581,19900,1,5,2020,9.56
1409,133,36000,1,0,2016,5.25
1411,498,27233,1,7,2014,2.23
1412,891,21396,0,2,2019,22.99
1413,812,48400,2,2,2020,15.5
1414,305,7432,1,3,2020,8.31
1415,641,68695,3,8,2014,3.75
1416,750,13150,1,1,2021,4.6
1417,249,36000,1,7,2017,4.4
1418,772,109335,0,6,2015,6.2
1419,392,10400,1,0,2022,15.51
1420,795,11178,1,2,2021,8.49
1421,643,66000,1,9,2012,2.35
1422,129,33046,1,8,2016,4.65
1423,357,64000,1,9,2013,3.65
1424,457,20473,0,2,2019,11.49
1425,173,62000,1,0,2015,7.75
1426,492,37228,3,12,2021,5
1427,853,700,1,12,2022,48.5
1428,296,43189,1,12,2019,5.29
1429,29,65000,0,0,2015,15.13
1430,121,71000,1,13,2014,2.49
1431,625,60161,0,13,2019,8
1432,548,57498,0,4,2017,5.97
1433,822,37845,0,13,2019,9.6
1434,451,20338,0,0,2017,4.25
1435,765,38842,1,12,2016,15.23
1436,524,76775,1,12,2016,3.94
1437,569,39439,1,2,2018,7.29
1438,621,81869,1,3,2017,5.2
1439,107,56204,0,0,2017,7.9
1440,146,49889,1,8,2018,7.75
1441,605,7942,1,13,2021,4.75
1442,368,83358,0,6,2013,23
1443,347,50307,1,7,2016,4.93
1444,30,21894,0,7,2016,17.99
1445,105,52613,0,7,2015,4.9
1446,513,59468,1,8,2018,6.51
1447,260,16205,1,12,2015,3.6
1448,537,41624,1,12,2017,4.25
1449,578,120000,0,6,2015,7.3
1450,227,33815,1,0,2018,13.5
1451,728,41591,0,2,2017,9.99
1452,723,82000,0,6,2018,7.95
1453,502,44288,1,4,2019,3.45
1454,605,7082,1,7,2020,4.55
1455,463,36624,0,2,2015,9.29
1456,599,51000,1,6,2014,3.9
1457,93,24954,1,0,2017,5.5
1458,379,54441,0,12,2017,12.24
1459,502,34579,1,12,2012,1.99
1460,641,23000,3,13,2020,6.15
1461,214,35000,1,8,2018,13.5
1462,662,1700,1,12,2021,52
1463,905,30000,0,7,2016,5.15
1464,545,11140,1,12,2020,10.63
1465,832,19075,0,2,2021,23.49
1466,682,114686,0,8,2014,17.9
1467,123,38603,1,6,2019,6.5
1468,608,67860,1,13,2010,2.45
1469,507,40510,1,4,2018,3.36
1470,252,19905,1,7,2017,5.19
1471,366,21000,1,7,2017,24
1472,262,28104,1,2,2014,3.29
1473,672,23400,0,12,2020,49
1474,242,32000,1,3,2019,7.75
1475,231,58289,1,13,2015,7.9
1476,313,11457,1,2,2019,11.45
1477,811,5000,2,8,2022,15.25
1478,141,73699,1,3,2016,6.5
1479,255,68766,1,8,2015,5.25
1480,202,30902,1,8,2017,6.95
1481,173,66684,1,8,2015,7.35
1482,896,8134,1,13,2021,9.85
1483,306,24432,1,7,2021,9.64
1484,343,58734,1,12,2011,2.86
1485,343,15780,1,13,2013,3.25
1486,82,44760,1,8,2014,2.65
1487,222,17000,1,13,2021,13.2
1488,211,117295,0,6,2015,9.7
1489,261,62000,1,11,2014,2.5
1490,206,43300,0,0,2019,11.75
1491,137,15899,1,0,2020,7.75
1492,446,76187,0,7,2020,22.5
1493,239,59194,1,8,2015,5.21
1494,400,13841,1,12,2021,16.67
1495,617,11000,1,3,2019,7
1496,214,24128,1,13,2018,12.25
1497,931,96710,0,12,2017,8.14
1498,472,38500,0,6,2020,16.25
1499,199,23798,1,0,2017,6.25
1500,792,5918,1,3,2021,7.37
1501,293,5231,1,12,2020,6.06
1502,764,78000,0,13,2013,5.95
1503,227,60038,1,0,2019,12.9
1504,549,48279,1,8,2017,7.4
1505,707,56000,1,0,2017,3.25
1506,276,45907,1,2,2017,5.09
1507,352,8566,1,13,2021,9.95
1508,768,97050,0,12,2017,15.21
1509,627,50000,1,13,2021,6.95
1510,861,86000,1,0,2018,12
1511,66,67337,0,2,2018,32.75
1512,117,59000,0,5,2019,31.25
1513,420,45195,0,7,2021,59.99
1514,115,71000,0,0,2018,27
1515,780,123000,0,6,2017,8.25
1516,512,24695,1,4,2019,6.07
1517,524,62228,1,9,2015,3.85
1518,170,80000,0,6,2015,6.5
1519,620,22500,1,13,2013,3.75
1520,96,106587,0,6,2013,3.3
1521,416,75000,0,7,2012,9.5
1522,114,28466,0,8,2018,29.95
1523,290,87642,0,13,2015,10.25
1524,867,65243,0,2,2013,5.4
1525,912,90381,1,6,2015,5.2
1526,201,84439,0,3,2018,8.53
1527,746,20916,1,8,2019,4.85
1528,19,20000,1,2,2021,72
1529,606,70,1,4,2021,4.76
1530,481,45350,0,2,2020,20.49
1531,890,36283,0,8,2018,22.25
1532,574,26450,1,12,2019,7.45
1533,587,62285,1,6,2013,6.45
1534,469,5438,1,2,2021,17.95
1535,861,88105,1,4,2016,10.02
1536,164,78529,1,4,2015,5.56
1537,188,33000,1,6,2018,6.75
1538,38,133000,0,0,2015,17.5
1539,549,53197,1,2,2017,7.49
1540,603,15629,0,8,2017,7.75
1541,930,95860,0,6,2014,6.25
1542,569,39439,1,2,2018,7.29
1543,319,91495,0,12,2017,8.79
1544,888,177700,0,5,2017,13.69
1545,519,29093,1,7,2018,6.21
1546,108,74280,1,12,2018,8.59
1547,287,22676,1,4,2015,4.3
1548,157,77000,1,9,2010,3.25
1549,789,38818,1,13,2017,16.99
1550,235,66666,0,8,2013,5.65
1551,508,62000,1,6,2011,2.85
1552,337,63000,1,0,2014,3.25
1553,269,58184,1,12,2016,5.24
1554,113,80600,0,5,2015,3.5
1555,932,40912,1,0,2019,8.5
1556,606,9323,1,7,2020,4.6
1557,456,5300,0,11,2022,15
1558,197,5870,1,7,2021,8.08
1559,173,66608,1,13,2015,6.75
1560,239,41068,1,2,2018,7.89
1561,544,40532,1,2,2017,8.25
1562,173,48146,1,8,2015,7.25
1563,399,27710,0,8,2020,15.45
1564,511,49000,1,10,2019,5.8
1565,331,11628,1,7,2015,4.25
1566,502,63250,1,4,2012,1.81
1567,470,4600,0,6,2022,18
